id1,id2,count,name1,name2,reason_code,reason
824555,1053763,10,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
911215,989075,10,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584027,5588666,10,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584027,5590287,10,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585735,5588666,10,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1053690,1092026,10,SFT DRNK 2 LITER BTL CARB INCL,SFT DRNK 2 LITER BTL CARB INCL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
911215,1053763,9,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1055853,1093359,9,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1051069,1080414,9,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
908346,1055853,9,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
951526,989075,9,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
935284,1127624,9,PIZZA/ECONOMY,PIZZA/ECONOMY,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
897954,916122,9,CHICKEN BREAST BONELESS,CHICKEN BREAST BONELESS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
839147,1071377,9,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
925626,1127624,9,PIZZA/ECONOMY,PIZZA/ECONOMY,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584007,5585727,9,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585635,5590287,9,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
944139,1021116,9,PIZZA/TRADITIONAL,PIZZA/TRADITIONAL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
882830,931671,8,CANISTER POTATO/TORT CHIPS,CANISTER POTATO/TORT CHIPS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585735,5590287,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5582789,5585639,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5582789,5586942,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
900491,1053763,8,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
900491,1050131,8,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585727,5588666,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585635,5585735,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5582789,5590287,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
989075,1050131,8,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585639,5585735,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
989075,1036432,8,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
918733,1113588,8,SS ECONOMY ENTREES/DINNERS ALL,SS ECONOMY ENTREES/DINNERS ALL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5588666,5590287,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
838258,1093359,8,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
833715,1003421,8,RAMEN NOODLES/RAMEN CUPS,RAMEN NOODLES/RAMEN CUPS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
856772,952317,8,SNACK CAKE - MULTI PACK,SNACK CAKE - MULTI PACK,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
973673,1053763,8,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
951526,1053763,8,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1059891,1093359,7,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
845537,973673,7,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1100410,1126310,7,CANNED CAT FOOD (9 LIVES/FRISK,CANNED CAT FOOD (9 LIVES/FRISK,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1026346,1033615,7,DAIRY CASE FRUIT DRINKS (NO JU,DAIRY CASE FRUIT DRINKS (NO JU,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
879755,1085604,7,SFT DRNK SNGL SRV BTL CARB (EX,SFT DRNK SNGL SRV BTL CARB (EX,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
850841,1029968,7,ISOTONIC DRINKS SINGLE SERVE,ISOTONIC DRINKS SINGLE SERVE,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
850841,1135768,7,ISOTONIC DRINKS SINGLE SERVE,ISOTONIC DRINKS SINGLE SERVE,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
973673,989075,7,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
903674,1003421,7,RAMEN NOODLES/RAMEN CUPS,RAMEN NOODLES/RAMEN CUPS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1036432,1118598,7,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
843304,1135959,7,BABY FOOD - BEGINNER,BABY FOOD - BEGINNER,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584007,5585639,7,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
925514,1022872,7,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5582789,5584007,7,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584027,5585635,7,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
843304,1071554,7,BABY FOOD - BEGINNER,BABY FOOD - BEGINNER,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
872729,1093359,7,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584007,5586076,7,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
822241,904023,7,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
835576,904023,7,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
824555,989075,7,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
839849,882441,7,SFT DRNK 2 LITER BTL CARB INCL,SFT DRNK 2 LITER BTL CARB INCL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
8090509,8090537,7,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS 12/18&15PK CAN CAR,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
984677,1075305,7,TRADITIONAL,TRADITIONAL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
914513,989075,7,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
844165,1076875,7,SFT DRNK 2 LITER BTL CARB INCL,SFT DRNK 2 LITER BTL CARB INCL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1088835,1132770,7,SFT DRNK 2 LITER BTL CARB INCL,SFT DRNK 2 LITER BTL CARB INCL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
834833,985119,7,DAIRY CASE FRUIT DRINKS (NO JU,DAIRY CASE FRUIT DRINKS (NO JU,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1071377,1124729,7,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1029743,1070820,7,FLUID MILK WHITE ONLY,FLUID MILK WHITE ONLY,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5583944,5590287,7,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1132771,1137775,6,CHEESE: NATURAL BULK,CHEESE: NATURAL BULK,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585639,5586076,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1109374,1135460,6,FRZN SS PREMIUM ENTREES/DNRS/N,FRZN SS PREMIUM ENTREES/DNRS/N,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1070820,1126899,6,FLUID MILK WHITE ONLY,FLUID MILK WHITE ONLY,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1068957,1077410,6,RTS SOUP: CHUNKY/HOMESTYLE ET,RTS SOUP: CHUNKY/HOMESTYLE ET,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1029968,1135768,6,ISOTONIC DRINKS SINGLE SERVE,ISOTONIC DRINKS SINGLE SERVE,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1070820,1106523,6,FLUID MILK WHITE ONLY,FLUID MILK WHITE ONLY,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
986394,1124729,6,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
822241,835576,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1050131,1053763,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
845537,1053763,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
822241,1053763,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
903674,1022843,6,RAMEN NOODLES/RAMEN CUPS,RAMEN NOODLES/RAMEN CUPS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
878234,1124729,6,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
872729,1059891,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
8011282,8011397,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5582789,5583944,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
828935,925112,6,PEPPERS ALL OTHER,PEPPERS ALL OTHER,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584100,5586955,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585635,5586942,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
925626,1083721,6,PIZZA/ECONOMY,PIZZA/ECONOMY,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
859075,987562,6,SHREDDED CHEESE,SHREDDED CHEESE,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5587133,5588666,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
822407,1045220,6,PASTA: CANNED,PASTA: CANNED,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
913202,6463658,6,SGL SV/VEND MACH SNACKS CHIP/P,SGL SV/VEND MACH SNACKS CHIP/P,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
877447,1096036,6,IWS SINGLE CHEESE,IWS SINGLE CHEESE,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
896446,903931,6,PUDDING&GELATIN CUPS/CANS,PUDDING&GELATIN CUPS/CANS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
7167218,9526886,6,SGL SV/VEND MACH SNACKS CHIP/P,SGL SV/VEND MACH SNACKS CHIP/P,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
985893,1108131,6,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS 12/18&15PK CAN CAR,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
998206,1075979,6,FRZN MULTI SERVE ENTREES ALL,FRZN MULTI SERVE ENTREES ALL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5587837,5588666,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5586942,5588666,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585639,5588666,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585639,5586942,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5583944,5585639,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5582789,5588666,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585727,5590287,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
832335,892221,6,MICROWAVABLE CUPS,MICROWAVABLE CUPS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
938700,976955,6,CORN,CORN,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
929751,977166,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
987480,1128665,6,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1076875,1092026,6,SFT DRNK 2 LITER BTL CARB INCL,SFT DRNK 2 LITER BTL CARB INCL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584007,5586942,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
936634,1113588,6,SS ECONOMY ENTREES/DINNERS ALL,SS ECONOMY ENTREES/DINNERS ALL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
844165,1053690,6,SFT DRNK 2 LITER BTL CARB INCL,SFT DRNK 2 LITER BTL CARB INCL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
13842090,13842214,6,TV/MOVIE-MAGAZINE,TV/MOVIE-MAGAZINE,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
837098,843304,6,BABY FOOD - BEGINNER,BABY FOOD - BEGINNER,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1071554,1135959,6,BABY FOOD - BEGINNER,BABY FOOD - BEGINNER,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5590613,5981074,6,KIDS CEREAL,KIDS CEREAL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1036432,1050131,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585635,5585639,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584027,5587837,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
972569,1055853,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5584007,5584027,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
824555,835576,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585639,5590287,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585735,5587837,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5585735,5588942,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
900491,973673,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
835576,845537,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
824555,951526,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
989075,1118598,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5582789,5585635,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1003441,1055853,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
902192,918733,6,SS ECONOMY ENTREES/DINNERS ALL,SS ECONOMY ENTREES/DINNERS ALL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
870780,905582,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
909894,1023958,6,DAIRY CASE 100% PURE JUICE - O,DAIRY CASE 100% PURE JUICE - O,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
822241,845537,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
1022872,1124729,6,CANDY BARS (SINGLES)(INCLUDING,CANDY BARS (SINGLES)(INCLUDING,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5586076,5589247,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
835576,1036432,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
908346,1093359,6,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5568489,5569230,6,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS 12/18&15PK CAN CAR,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
845537,1118598,6,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
918733,1012873,6,SS ECONOMY ENTREES/DINNERS ALL,SS ECONOMY ENTREES/DINNERS ALL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
853904,1003421,6,RAMEN NOODLES/RAMEN CUPS,RAMEN NOODLES/RAMEN CUPS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
918733,936634,6,SS ECONOMY ENTREES/DINNERS ALL,SS ECONOMY ENTREES/DINNERS ALL,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
972742,989075,5,SOFT DRINK POWDER POUCHES,SOFT DRINK POWDER POUCHES,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
5587133,5587502,5,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
929751,7167853,5,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
828139,948478,5,MIXERS(CLUB SODA/SELTZERS)FLAV,MIXERS(CLUB SODA/SELTZERS)FLAV,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
977166,5995597,5,YOGURT NOT MULTI-PACKS,YOGURT NOT MULTI-PACKS,SAME,Одинаковое название товара — повторная закупка или разные SKU одного продукта.
