id1,id2,count,name1,name2,reason_code,reason
826249,859075,8,HAMBURGER BUNS,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,981760,8,HAMBURGER BUNS,EGGS - X-LARGE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,899624,8,SOUR CREAMS,POTATOES RUSSET (BULK&BAG),COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
905582,1082185,7,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1022003,1106523,7,CONDENSED SOUP,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
861272,862349,7,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
846823,1098066,7,SMOKED/COOKED,HOT DOG BUNS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5586076,7,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5587133,7,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
5568378,5569230,7,TORTILLA/NACHO CHIPS,SOFT DRINKS 12/18&15PK CAN CAR,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,859075,7,SOUR CREAMS,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,1093359,7,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1029743,1122568,7,FLUID MILK WHITE ONLY,KIDS CEREAL,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
994928,1029743,7,EGGS - MEDIUM,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,1012587,7,HAMBURGER BUNS,GRND/PATTY - FROZEN,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
862349,981760,7,FLUID MILK WHITE ONLY,EGGS - X-LARGE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
862349,923746,7,FLUID MILK WHITE ONLY,EGGS - LARGE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1055853,1082185,7,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,962229,7,HAMBURGER BUNS,MAINSTREAM WHITE BREAD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1029743,1054262,7,FLUID MILK WHITE ONLY,KIDS CEREAL,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,840361,7,SOUR CREAMS,EGGS - LARGE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
840361,1126899,6,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1045121,1106523,6,INSTANT OATMEAL,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
871756,951590,6,SEMI-SOLID SALAD DRESSING MAY,MAINSTREAM WHITE BREAD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
994928,995242,6,EGGS - MEDIUM,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,845208,6,HAMBURGER BUNS,ONIONS YELLOW (BULK&BAG),COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,7139529,6,HAMBURGER BUNS,BBQ SAUCE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,1004906,6,SOUR CREAMS,POTATOES RUSSET (BULK&BAG),COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
981760,997907,6,EGGS - X-LARGE,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951590,1037965,6,MAINSTREAM WHITE BREAD,CREAM CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,864774,6,HAMBURGER BUNS,SALAD MUSTARD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
923746,1133018,6,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951590,1101010,6,MAINSTREAM WHITE BREAD,MEAT: LUNCHMEAT BULK,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
883003,883404,6,MEAT:HAM BULK,MAINSTREAM WHITE BREAD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951590,965766,6,MAINSTREAM WHITE BREAD,IWS SINGLE CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1127831,5588666,6,STRAWBERRIES,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5587837,6,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5584808,6,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
963971,981760,6,SOUR CREAMS,EGGS - X-LARGE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
840361,1133018,6,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,904129,6,HAMBURGER BUNS,GRND/PATTY - FROZEN,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1029743,5587656,6,FLUID MILK WHITE ONLY,KIDS CEREAL,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,9420337,6,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
872137,981760,6,BUTTER,EGGS - X-LARGE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
5569230,5569327,6,SOFT DRINKS 12/18&15PK CAN CAR,TORTILLA/NACHO CHIPS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,893018,6,HAMBURGER BUNS,IWS SINGLE CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1101173,1106523,6,MACARONI & CHEESE DNRS,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
859075,904360,6,SHREDDED CHEESE,HEAD LETTUCE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
868075,1098066,6,HOT DOG CHILI SAUCE,HOT DOG BUNS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
864774,1098066,6,SALAD MUSTARD,HOT DOG BUNS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
981760,987562,6,EGGS - X-LARGE,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
880253,1082185,6,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5589247,6,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
922907,999971,5,IWS SINGLE CHEESE,MAINSTREAM WHITE BREAD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
820560,1082185,5,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1029743,1101173,5,FLUID MILK WHITE ONLY,MACARONI & CHEESE DNRS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
908346,1082185,5,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1029743,1054424,5,FLUID MILK WHITE ONLY,INSTANT OATMEAL,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1127831,5590287,5,STRAWBERRIES,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1127831,5584007,5,STRAWBERRIES,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,940766,5,HAMBURGER BUNS,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1098066,1130858,5,HOT DOG BUNS,ROLLS - PORK,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
899115,1029743,5,ADULT CEREAL,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5588942,5,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1127831,5582789,5,STRAWBERRIES,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
859075,866140,5,SHREDDED CHEESE,SPAGHETTI DRY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
923746,1070820,5,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
929668,995242,5,MACARONI & CHEESE DNRS,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,5568378,5,SOUR CREAMS,TORTILLA/NACHO CHIPS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,918335,5,SOUR CREAMS,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,1129671,5,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
981760,1043751,5,EGGS - X-LARGE,MEAT:HAM BULK,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
892531,1117219,5,TORTILLA/NACHO CHIPS,MEXICAN SAUCESSALSAPICANTEE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
912553,995242,5,CONDENSED SOUP,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1053690,9526410,5,SFT DRNK 2 LITER BTL CARB INCL,POTATO CHIPS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
914190,962229,5,CREAM CHEESE,MAINSTREAM WHITE BREAD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951590,1043751,5,MAINSTREAM WHITE BREAD,MEAT:HAM BULK,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
968774,1082185,5,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,918368,5,SOUR CREAMS,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,994928,5,SOUR CREAMS,EGGS - MEDIUM,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
835618,1098066,5,BOLOGNA,HOT DOG BUNS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
883003,981760,5,MEAT:HAM BULK,EGGS - X-LARGE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,965766,5,HAMBURGER BUNS,IWS SINGLE CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
911812,1106523,5,CONDENSED SOUP,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
904360,1002558,5,HEAD LETTUCE,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
844165,5568378,5,SFT DRNK 2 LITER BTL CARB INCL,TORTILLA/NACHO CHIPS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
840361,1058997,5,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,8011397,5,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1050229,1106523,5,CONDENSED SOUP,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
995242,1050229,5,FLUID MILK WHITE ONLY,CONDENSED SOUP,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951746,1082185,5,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1106523,1135222,5,FLUID MILK WHITE ONLY,ALL FAMILY CEREAL,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1106523,5590613,5,FLUID MILK WHITE ONLY,KIDS CEREAL,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1050229,1070820,5,CONDENSED SOUP,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1015247,1096036,5,MAINSTREAM WHITE BREAD,IWS SINGLE CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951590,1071939,5,MAINSTREAM WHITE BREAD,CREAM CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
911812,1133018,5,CONDENSED SOUP,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,1033142,5,HAMBURGER BUNS,ONIONS SWEET (BULK&BAG),COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
896369,998984,5,PEANUT BUTTER,JELLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
914697,1082185,5,YOGURT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
827919,1106523,5,FLOUR: WHITE & SELF RISING,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1091976,1098066,5,SALAD MUSTARD,HOT DOG BUNS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
832678,994928,5,BUTTER SPRAY CRACKER (RITZ/CLU,EGGS - MEDIUM,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5587502,5,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
832678,951590,5,BUTTER SPRAY CRACKER (RITZ/CLU,MAINSTREAM WHITE BREAD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,1124674,5,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,918368,5,HAMBURGER BUNS,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
883404,965766,5,MAINSTREAM WHITE BREAD,IWS SINGLE CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1015247,6904925,5,MAINSTREAM WHITE BREAD,HAMBURGER BUNS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
962229,1071939,5,MAINSTREAM WHITE BREAD,CREAM CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
916122,7139529,5,CHICKEN BREAST BONELESS,BBQ SAUCE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
923746,1126899,5,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
868548,1082185,5,YOGURT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1022003,1133018,5,CONDENSED SOUP,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
840361,859075,5,EGGS - LARGE,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,5584620,5,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,8011282,4,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1029743,1053754,4,FLUID MILK WHITE ONLY,KIDS CEREAL,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
840361,976199,4,EGGS - LARGE,BUTTER,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,6396561,4,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,9829205,4,BANANAS,YOGURT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1098066,1111072,4,HOT DOG BUNS,CATSUP,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1055956,1082185,4,YOGURT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
904360,987724,4,HEAD LETTUCE,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951590,1096036,4,MAINSTREAM WHITE BREAD,IWS SINGLE CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1020682,1098066,4,SAUERKRAUT,HOT DOG BUNS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
861272,995242,4,EGGS - LARGE,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1053690,9527290,4,SFT DRNK 2 LITER BTL CARB INCL,POTATO CHIPS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
951590,1002558,4,MAINSTREAM WHITE BREAD,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
904360,918368,4,HEAD LETTUCE,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
916122,1013770,4,CHICKEN BREAST BONELESS,FRZN BAGGED VEGETABLES - PLAIN,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
859075,962229,4,SHREDDED CHEESE,MAINSTREAM WHITE BREAD,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1029624,1106523,4,MACARONI & CHEESE DNRS,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833715,994928,4,RAMEN NOODLES/RAMEN CUPS,EGGS - MEDIUM,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
826249,1111072,4,HAMBURGER BUNS,CATSUP,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
998984,1051211,4,JELLY,PEANUT BUTTER,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1082185,7167853,4,BANANAS,YOGURT NOT MULTI-PACKS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
859075,1004906,4,SHREDDED CHEESE,POTATOES RUSSET (BULK&BAG),COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
821083,1029743,4,EGGS - JUMBO,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
833025,5568729,4,SOUR CREAMS,TORTILLA/NACHO CHIPS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
981760,1100972,4,EGGS - X-LARGE,BUTTER SPRAY CRACKER (RITZ/CLU,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1101173,1133018,4,MACARONI & CHEESE DNRS,FLUID MILK WHITE ONLY,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
962229,1043751,4,MAINSTREAM WHITE BREAD,MEAT:HAM BULK,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1003441,1082185,4,YOGURT NOT MULTI-PACKS,BANANAS,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
1043590,1044895,4,VEGETABLE/SALAD OIL,FLOUR: WHITE & SELF RISING,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
927191,1038217,4,TUNA,SOUP CRACKERS (SALTINE/OYSTER),COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
840361,918335,4,EGGS - LARGE,SHREDDED CHEESE,COMPLEMENTARY,Функционально связанные продукты: один повышает полезность другого.
